"Word1" "Word2" "Creativity" "Class"
"8484" "carrot" "orange" 1.80555555555556 "Americans"
"8485" "orange" "yellow" 1.80555555555556 "Americans"
"8486" "yellow" "pop" 1.80555555555556 "Americans"
"8487" "pop" "toy" 1.80555555555556 "Americans"
"8488" "toy" "store" 1.80555555555556 "Americans"
"8489" "store" "shopping" 1.80555555555556 "Americans"
"8490" "shopping" "driving" 1.80555555555556 "Americans"
"8491" "driving" "coffee" 1.80555555555556 "Americans"
"8492" "coffee" "baby" 1.80555555555556 "Americans"
"8493" "baby" "heart" 1.80555555555556 "Americans"
"8494" "heart" "father" 1.80555555555556 "Americans"
"8495" "father" "jerk" 1.80555555555556 "Americans"
"8496" "jerk" "child" 1.80555555555556 "Americans"
"8497" "candle" "stick" 1.80555555555556 "Americans"
"8498" "stick" "wood" 1.80555555555556 "Americans"
"8499" "wood" "fire" 1.80555555555556 "Americans"
"8500" "fire" "flame" 1.80555555555556 "Americans"
"8501" "flame" "wax" 1.80555555555556 "Americans"
"8502" "wax" "hot" 1.80555555555556 "Americans"
"8503" "hot" "red" 1.80555555555556 "Americans"
"8504" "red" "shining" 1.80555555555556 "Americans"
"8505" "shining" "bright" 1.80555555555556 "Americans"
"8506" "bright" "scented" 1.80555555555556 "Americans"
"8509" "colorful" "smell" 1.80555555555556 "Americans"
"8510" "smell" "melting" 1.80555555555556 "Americans"
"8511" "melting" "smooth" 1.80555555555556 "Americans"
"8512" "smooth" "variety" 1.80555555555556 "Americans"
"8513" "variety" "shapes" 1.80555555555556 "Americans"
"8514" "shapes" "glowing" 1.80555555555556 "Americans"
"8515" "glowing" "selection" 1.80555555555556 "Americans"
"8516" "selection" "seasonal" 1.80555555555556 "Americans"
"8517" "toaster" "bread" 1.08333333333333 "Americans"
"8518" "bread" "sandwich" 1.08333333333333 "Americans"
"8519" "sandwich" "meat" 1.08333333333333 "Americans"
"8520" "meat" "cow" 1.08333333333333 "Americans"
"8521" "cow" "farm" 1.08333333333333 "Americans"
"8522" "farm" "dairy" 1.08333333333333 "Americans"
"8523" "dairy" "farmer" 1.08333333333333 "Americans"
"8524" "farmer" "milk" 1.08333333333333 "Americans"
"8527" "harvest" "crops" 1.08333333333333 "Americans"
"8528" "crops" "corn" 1.08333333333333 "Americans"
"8529" "corn" "cornbread" 1.08333333333333 "Americans"
"8530" "cornbread" "chicken" 1.08333333333333 "Americans"
"8531" "chicken" "south" 1.08333333333333 "Americans"
"8532" "south" "soul" 1.08333333333333 "Americans"
"8533" "soul" "food" 1.08333333333333 "Americans"
"8534" "food" "church" 1.08333333333333 "Americans"
"8535" "church" "choir" 1.08333333333333 "Americans"
"8536" "choir" "religon" 1.08333333333333 "Americans"
"8537" "religon" "jesus" 1.08333333333333 "Americans"
"8538" "table" "chair" 1.41666666666667 "Americans"
"8539" "chair" "rug" 1.41666666666667 "Americans"
"8540" "rug" "dish" 1.41666666666667 "Americans"
"8541" "dish" "fork" 1.41666666666667 "Americans"
"8544" "spoon" "knife" 1.41666666666667 "Americans"
"8545" "knife" "plate" 1.41666666666667 "Americans"
"8546" "plate" "napkin" 1.41666666666667 "Americans"
"8547" "napkin" "place" 1.41666666666667 "Americans"
"8548" "place" "mat" 1.41666666666667 "Americans"
"8549" "mat" "glass" 1.41666666666667 "Americans"
"8550" "glass" "bowel" 1.41666666666667 "Americans"
"8551" "bowel" "salad" 1.41666666666667 "Americans"
"8552" "salad" "rice" 1.41666666666667 "Americans"
"8553" "rice" "rolls" 1.41666666666667 "Americans"
"8554" "rolls" "grey" 1.41666666666667 "Americans"
"8555" "grey" "peas" 1.41666666666667 "Americans"
"8556" "peas" "soda" 1.41666666666667 "Americans"
"8557" "soda" "beer" 1.41666666666667 "Americans"
"8558" "beer" "people" 1.41666666666667 "Americans"
"8559" "toaster" "bread" 1.83333333333333 "Americans"
"8560" "bread" "butter" 1.83333333333333 "Americans"
"8561" "butter" "milk" 1.83333333333333 "Americans"
"8562" "milk" "cow" 1.83333333333333 "Americans"
"8563" "cow" "dog" 1.83333333333333 "Americans"
"8564" "dog" "cat" 1.83333333333333 "Americans"
"8565" "cat" "horse" 1.83333333333333 "Americans"
"8568" "pony" "tail" 1.83333333333333 "Americans"
"8569" "tail" "hair" 1.83333333333333 "Americans"
"8570" "hair" "cut" 1.83333333333333 "Americans"
"8571" "cut" "scissors" 1.83333333333333 "Americans"
"8572" "scissors" "glue" 1.83333333333333 "Americans"
"8573" "glue" "tape" 1.83333333333333 "Americans"
"8574" "tape" "pencil" 1.83333333333333 "Americans"
"8575" "pencil" "box" 1.83333333333333 "Americans"
"8576" "box" "car" 1.83333333333333 "Americans"
"8577" "car" "train" 1.83333333333333 "Americans"
"8578" "train" "track" 1.83333333333333 "Americans"
"8579" "table" "chair" 1.47222222222222 "Americans"
"8580" "chair" "cushion" 1.47222222222222 "Americans"
"8581" "cushion" "cloth" 1.47222222222222 "Americans"
"8582" "cloth" "soft" 1.47222222222222 "Americans"
"8583" "soft" "feather" 1.47222222222222 "Americans"
"8584" "feather" "bird" 1.47222222222222 "Americans"
"8585" "bird" "fly" 1.47222222222222 "Americans"
"8586" "fly" "sky" 1.47222222222222 "Americans"
"8587" "sky" "blue" 1.47222222222222 "Americans"
"8588" "blue" "sad" 1.47222222222222 "Americans"
"8589" "sad" "cry" 1.47222222222222 "Americans"
"8590" "cry" "tears" 1.47222222222222 "Americans"
"8591" "tears" "death" 1.47222222222222 "Americans"
"8592" "death" "headstone" 1.47222222222222 "Americans"
"8593" "headstone" "grave" 1.47222222222222 "Americans"
"8594" "grave" "dirt" 1.47222222222222 "Americans"
"8595" "dirt" "ground" 1.47222222222222 "Americans"
"8596" "ground" "grass" 1.47222222222222 "Americans"
"8597" "grass" "mow" 1.47222222222222 "Americans"
"8598" "table" "chair" 1.72222222222222 "Americans"
"8599" "chair" "couch" 1.72222222222222 "Americans"
"8600" "couch" "living" 1.72222222222222 "Americans"
"8601" "living" "room" 1.72222222222222 "Americans"
"8602" "room" "bed" 1.72222222222222 "Americans"
"8603" "bed" "blaket" 1.72222222222222 "Americans"
"8604" "blaket" "quilt" 1.72222222222222 "Americans"
"8605" "quilt" "pillow" 1.72222222222222 "Americans"
"8606" "pillow" "wood" 1.72222222222222 "Americans"
"8607" "wood" "cotton" 1.72222222222222 "Americans"
"8608" "cotton" "sheets" 1.72222222222222 "Americans"
"8609" "sheets" "clock" 1.72222222222222 "Americans"
"8610" "clock" "watch" 1.72222222222222 "Americans"
"8611" "watch" "battery" 1.72222222222222 "Americans"
"8612" "battery" "alkalaine" 1.72222222222222 "Americans"
"8613" "alkalaine" "expire" 1.72222222222222 "Americans"
"8614" "expire" "bread" 1.72222222222222 "Americans"
"8615" "bread" "wrapper" 1.72222222222222 "Americans"
"8616" "wrapper" "green" 1.72222222222222 "Americans"
"8617" "table" "dining" 1.22222222222222 "Americans"
"8618" "dining" "eating" 1.22222222222222 "Americans"
"8619" "eating" "food" 1.22222222222222 "Americans"
"8620" "food" "kitchen" 1.22222222222222 "Americans"
"8621" "kitchen" "stove" 1.22222222222222 "Americans"
"8622" "stove" "cooking" 1.22222222222222 "Americans"
"8623" "cooking" "steak" 1.22222222222222 "Americans"
"8624" "steak" "grill" 1.22222222222222 "Americans"
"8625" "grill" "grass" 1.22222222222222 "Americans"
"8626" "grass" "sun" 1.22222222222222 "Americans"
"8627" "sun" "dog" 1.22222222222222 "Americans"
"8628" "dog" "old" 1.22222222222222 "Americans"
"8629" "old" "grandma" 1.22222222222222 "Americans"
"8630" "grandma" "grandpa" 1.22222222222222 "Americans"
"8631" "grandpa" "daddy" 1.22222222222222 "Americans"
"8632" "daddy" "mommy" 1.22222222222222 "Americans"
"8633" "mommy" "family" 1.22222222222222 "Americans"
"8634" "family" "kitten" 1.22222222222222 "Americans"
"8635" "kitten" "puppy" 1.22222222222222 "Americans"
"8636" "table" "cloth" 1.55555555555556 "Americans"
"8637" "cloth" "wash" 1.55555555555556 "Americans"
"8638" "wash" "bath" 1.55555555555556 "Americans"
"8639" "bath" "clean" 1.55555555555556 "Americans"
"8642" "clothes" "tshirts" 1.55555555555556 "Americans"
"8643" "tshirts" "comfort" 1.55555555555556 "Americans"
"8644" "comfort" "food" 1.55555555555556 "Americans"
"8645" "food" "meals" 1.55555555555556 "Americans"
"8646" "meals" "kitchen" 1.55555555555556 "Americans"
"8649" "table" "chairs" 1.55555555555556 "Americans"
"8650" "chairs" "cushions" 1.55555555555556 "Americans"
"8651" "cushions" "floral" 1.55555555555556 "Americans"
"8654" "pink" "pony" 1.55555555555556 "Americans"
"8655" "pony" "horse" 1.55555555555556 "Americans"
"8656" "horse" "hay" 1.55555555555556 "Americans"
"8657" "hay" "farm" 1.55555555555556 "Americans"
"8658" "table" "dining" 2.11111111111111 "Americans"
"8659" "dining" "food" 2.11111111111111 "Americans"
"8660" "food" "eating" 2.11111111111111 "Americans"
"8661" "eating" "yummy" 2.11111111111111 "Americans"
"8662" "yummy" "sweets" 2.11111111111111 "Americans"
"8663" "sweets" "chocolate" 2.11111111111111 "Americans"
"8664" "chocolate" "peanut" 2.11111111111111 "Americans"
"8665" "peanut" "butter" 2.11111111111111 "Americans"
"8666" "butter" "cookies" 2.11111111111111 "Americans"
"8667" "cookies" "chocolate" 2.11111111111111 "Americans"
"8668" "chocolate" "chip" 2.11111111111111 "Americans"
"8669" "chip" "milk" 2.11111111111111 "Americans"
"8670" "milk" "cake" 2.11111111111111 "Americans"
"8673" "cool" "whip" 2.11111111111111 "Americans"
"8674" "whip" "frosting" 2.11111111111111 "Americans"
"8675" "frosting" "birthday" 2.11111111111111 "Americans"
"8676" "birthday" "party" 2.11111111111111 "Americans"
"8677" "party" "presents" 2.11111111111111 "Americans"
"8678" "presents" "family" 2.11111111111111 "Americans"
"8679" "family" "spending" 2.11111111111111 "Americans"
"8680" "spending" "money" 2.11111111111111 "Americans"
"8681" "money" "credit" 2.11111111111111 "Americans"
"8682" "credit" "card" 2.11111111111111 "Americans"
"8683" "card" "poor" 2.11111111111111 "Americans"
"8684" "paper" "pencil" 1.72222222222222 "Americans"
"8685" "pencil" "pen" 1.72222222222222 "Americans"
"8686" "pen" "notepad" 1.72222222222222 "Americans"
"8687" "notepad" "eraser" 1.72222222222222 "Americans"
"8688" "eraser" "office" 1.72222222222222 "Americans"
"8689" "office" "desk" 1.72222222222222 "Americans"
"8690" "desk" "school" 1.72222222222222 "Americans"
"8691" "school" "writer" 1.72222222222222 "Americans"
"8692" "writer" "letter" 1.72222222222222 "Americans"
"8693" "letter" "business" 1.72222222222222 "Americans"
"8694" "business" "reading" 1.72222222222222 "Americans"
"8695" "reading" "glasses" 1.72222222222222 "Americans"
"8696" "glasses" "book" 1.72222222222222 "Americans"
"8697" "book" "magazine" 1.72222222222222 "Americans"
"8698" "magazine" "novel" 1.72222222222222 "Americans"
"8699" "novel" "author" 1.72222222222222 "Americans"
"8700" "author" "chapter" 1.72222222222222 "Americans"
"8701" "chapter" "words" 1.72222222222222 "Americans"
"8702" "words" "sentence" 1.72222222222222 "Americans"
"8703" "snow" "blizzard" 1.86111111111111 "Americans"
"8704" "blizzard" "cold" 1.86111111111111 "Americans"
"8705" "cold" "ice" 1.86111111111111 "Americans"
"8706" "ice" "water" 1.86111111111111 "Americans"
"8707" "water" "river" 1.86111111111111 "Americans"
"8708" "river" "summer" 1.86111111111111 "Americans"
"8709" "summer" "warm" 1.86111111111111 "Americans"
"8710" "warm" "sunlight" 1.86111111111111 "Americans"
"8711" "sunlight" "yellow" 1.86111111111111 "Americans"
"8712" "yellow" "sunflower" 1.86111111111111 "Americans"
"8713" "sunflower" "seeds" 1.86111111111111 "Americans"
"8714" "seeds" "plants" 1.86111111111111 "Americans"
"8715" "plants" "herbs" 1.86111111111111 "Americans"
"8716" "herbs" "basil" 1.86111111111111 "Americans"
"8717" "basil" "tomato" 1.86111111111111 "Americans"
"8718" "tomato" "red" 1.86111111111111 "Americans"
"8719" "red" "blood" 1.86111111111111 "Americans"
"8720" "blood" "iron" 1.86111111111111 "Americans"
"8721" "iron" "metal" 1.86111111111111 "Americans"
"8722" "bear" "hunt" 1.47222222222222 "Americans"
"8723" "hunt" "woods" 1.47222222222222 "Americans"
"8724" "woods" "forest" 1.47222222222222 "Americans"
"8725" "forest" "fear" 1.47222222222222 "Americans"
"8726" "fear" "predator" 1.47222222222222 "Americans"
"8727" "predator" "roar" 1.47222222222222 "Americans"
"8728" "roar" "grizzly" 1.47222222222222 "Americans"
"8731" "polar" "fur" 1.47222222222222 "Americans"
"8732" "fur" "dangerous" 1.47222222222222 "Americans"
"8737" "strong" "abhorrent" 1.47222222222222 "Americans"
"8746" "wild" "zoo" 1.47222222222222 "Americans"
"8747" "zoo" "cry" 1.47222222222222 "Americans"
"8748" "table" "chair" 2 "Americans"
"8749" "chair" "bed" 2 "Americans"
"8750" "bed" "mattress" 2 "Americans"
"8751" "mattress" "pillow" 2 "Americans"
"8752" "pillow" "sofa" 2 "Americans"
"8753" "sofa" "carpet" 2 "Americans"
"8756" "rug" "television" 2 "Americans"
"8757" "television" "radio" 2 "Americans"
"8758" "radio" "computer" 2 "Americans"
"8761" "printer" "notebook" 2 "Americans"
"8762" "notebook" "tablet" 2 "Americans"
"8763" "tablet" "mouse" 2 "Americans"
"8764" "mouse" "pad" 2 "Americans"
"8765" "pad" "car" 2 "Americans"
"8766" "car" "truck" 2 "Americans"
"8767" "truck" "boat" 2 "Americans"
"8770" "airplane" "trailer" 2 "Americans"
"8771" "paper" "pen" 1.55555555555556 "Americans"
"8772" "pen" "pencil" 1.55555555555556 "Americans"
"8773" "pencil" "marker" 1.55555555555556 "Americans"
"8774" "marker" "note" 1.55555555555556 "Americans"
"8775" "note" "write" 1.55555555555556 "Americans"
"8776" "write" "color" 1.55555555555556 "Americans"
"8777" "color" "pages" 1.55555555555556 "Americans"
"8778" "pages" "book" 1.55555555555556 "Americans"
"8779" "book" "tablet" 1.55555555555556 "Americans"
"8780" "tablet" "earser" 1.55555555555556 "Americans"
"8781" "earser" "white" 1.55555555555556 "Americans"
"8782" "white" "out" 1.55555555555556 "Americans"
"8783" "out" "type" 1.55555555555556 "Americans"
"8784" "type" "folders" 1.55555555555556 "Americans"
"8785" "folders" "notebooks" 1.55555555555556 "Americans"
"8786" "notebooks" "copies" 1.55555555555556 "Americans"
"8787" "copies" "coloring" 1.55555555555556 "Americans"
"8788" "coloring" "book" 1.55555555555556 "Americans"
"8789" "book" "art" 1.55555555555556 "Americans"
"8790" "art" "copier" 1.55555555555556 "Americans"
"8791" "copier" "typewriter" 1.55555555555556 "Americans"
"8792" "snow" "white" 1.63888888888889 "Americans"
"8793" "white" "clouds" 1.63888888888889 "Americans"
"8794" "clouds" "sky" 1.63888888888889 "Americans"
"8795" "sky" "blue" 1.63888888888889 "Americans"
"8796" "blue" "color" 1.63888888888889 "Americans"
"8797" "color" "green" 1.63888888888889 "Americans"
"8798" "green" "grass" 1.63888888888889 "Americans"
"8799" "grass" "allergies" 1.63888888888889 "Americans"
"8800" "allergies" "nose" 1.63888888888889 "Americans"
"8801" "nose" "face" 1.63888888888889 "Americans"
"8806" "emotion" "feeling" 1.63888888888889 "Americans"
"8807" "feeling" "happy" 1.63888888888889 "Americans"
"8808" "happy" "beach" 1.63888888888889 "Americans"
"8809" "beach" "ocean" 1.63888888888889 "Americans"
"8810" "ocean" "shells" 1.63888888888889 "Americans"
"8811" "shells" "sand" 1.63888888888889 "Americans"
"8812" "sand" "peaceful" 1.63888888888889 "Americans"
"8813" "toaster" "hot" 1.47222222222222 "Americans"
"8814" "hot" "cold" 1.47222222222222 "Americans"
"8815" "cold" "coat" 1.47222222222222 "Americans"
"8816" "coat" "mittens" 1.47222222222222 "Americans"
"8817" "mittens" "scarf" 1.47222222222222 "Americans"
"8818" "scarf" "snow" 1.47222222222222 "Americans"
"8819" "snow" "car" 1.47222222222222 "Americans"
"8820" "car" "weather" 1.47222222222222 "Americans"
"8821" "weather" "dry" 1.47222222222222 "Americans"
"8822" "dry" "roads" 1.47222222222222 "Americans"
"8823" "roads" "work" 1.47222222222222 "Americans"
"8824" "work" "busy" 1.47222222222222 "Americans"
"8825" "busy" "slow" 1.47222222222222 "Americans"
"8826" "slow" "waiting" 1.47222222222222 "Americans"
"8829" "no" "waiting" 1.47222222222222 "Americans"
"8830" "waiting" "standing" 1.47222222222222 "Americans"
"8833" "sitting" "phone" 1.47222222222222 "Americans"
"8834" "phone" "talk" 1.47222222222222 "Americans"
"8835" "talk" "walking" 1.47222222222222 "Americans"
"8836" "toaster" "bread" 1.52777777777778 "Americans"
"8837" "bread" "jam" 1.52777777777778 "Americans"
"8838" "jam" "butter" 1.52777777777778 "Americans"
"8839" "butter" "beans" 1.52777777777778 "Americans"
"8840" "beans" "ham" 1.52777777777778 "Americans"
"8841" "ham" "cheese" 1.52777777777778 "Americans"
"8842" "cheese" "crackers" 1.52777777777778 "Americans"
"8843" "crackers" "soup" 1.52777777777778 "Americans"
"8844" "soup" "chicken" 1.52777777777778 "Americans"
"8845" "chicken" "broth" 1.52777777777778 "Americans"
"8846" "broth" "bone" 1.52777777777778 "Americans"
"8847" "bone" "graft" 1.52777777777778 "Americans"
"8848" "graft" "sick" 1.52777777777778 "Americans"
"8849" "sick" "well" 1.52777777777778 "Americans"
"8850" "well" "good" 1.52777777777778 "Americans"
"8851" "good" "bad" 1.52777777777778 "Americans"
"8852" "bad" "ugly" 1.52777777777778 "Americans"
"8853" "ugly" "pretty" 1.52777777777778 "Americans"
"8854" "pretty" "good" 1.52777777777778 "Americans"
"8855" "table" "chairs" 1.72222222222222 "Americans"
"8856" "chairs" "food" 1.72222222222222 "Americans"
"8857" "food" "family" 1.72222222222222 "Americans"
"8858" "family" "legs" 1.72222222222222 "Americans"
"8859" "legs" "placemat" 1.72222222222222 "Americans"
"8860" "placemat" "silverware" 1.72222222222222 "Americans"
"8861" "silverware" "dishes" 1.72222222222222 "Americans"
"8862" "dishes" "celebrations" 1.72222222222222 "Americans"
"8863" "celebrations" "holidays" 1.72222222222222 "Americans"
"8864" "holidays" "none" 1.72222222222222 "Americans"
"8865" "none" "none" 1.72222222222222 "Americans"
"8866" "none" "none" 1.72222222222222 "Americans"
"8867" "none" "none" 1.72222222222222 "Americans"
"8868" "none" "none" 1.72222222222222 "Americans"
"8869" "none" "none" 1.72222222222222 "Americans"
"8872" "none" "none" 1.72222222222222 "Americans"
"8875" "none" "none" 1.72222222222222 "Americans"
"8876" "toaster" "bread" 1.66666666666667 "Americans"
"8877" "bread" "butter" 1.66666666666667 "Americans"
"8878" "butter" "breakfast" 1.66666666666667 "Americans"
"8879" "breakfast" "eggs" 1.66666666666667 "Americans"
"8880" "eggs" "bacon" 1.66666666666667 "Americans"
"8881" "bacon" "protein" 1.66666666666667 "Americans"
"8882" "protein" "milk" 1.66666666666667 "Americans"
"8883" "milk" "lowfat" 1.66666666666667 "Americans"
"8884" "lowfat" "healthy" 1.66666666666667 "Americans"
"8885" "healthy" "exercise" 1.66666666666667 "Americans"
"8886" "exercise" "walk" 1.66666666666667 "Americans"
"8887" "walk" "shoes" 1.66666666666667 "Americans"
"8888" "shoes" "athletic" 1.66666666666667 "Americans"
"8889" "athletic" "sports" 1.66666666666667 "Americans"
"8890" "sports" "individual" 1.66666666666667 "Americans"
"8891" "snow" "cold" 1.77777777777778 "Americans"
"8892" "cold" "winter" 1.77777777777778 "Americans"
"8893" "winter" "parka" 1.77777777777778 "Americans"
"8894" "parka" "hot" 1.77777777777778 "Americans"
"8895" "hot" "choclate" 1.77777777777778 "Americans"
"8896" "choclate" "fireplace" 1.77777777777778 "Americans"
"8897" "fireplace" "indoors" 1.77777777777778 "Americans"
"8898" "indoors" "television" 1.77777777777778 "Americans"
"8899" "television" "movies" 1.77777777777778 "Americans"
"8900" "movies" "heat" 1.77777777777778 "Americans"
"8901" "heat" "christmas" 1.77777777777778 "Americans"
"8902" "christmas" "presents" 1.77777777777778 "Americans"
"8903" "presents" "wrapping" 1.77777777777778 "Americans"
"8904" "wrapping" "money" 1.77777777777778 "Americans"
"8905" "money" "traveling" 1.77777777777778 "Americans"
"8906" "traveling" "plane" 1.77777777777778 "Americans"
"8907" "plane" "get" 1.77777777777778 "Americans"
"8908" "get" "together" 1.77777777777778 "Americans"
"8909" "together" "family" 1.77777777777778 "Americans"
"8910" "family" "happy" 1.77777777777778 "Americans"
"8911" "happy" "fun" 1.77777777777778 "Americans"
"8912" "candle" "wick" 1.58333333333333 "Americans"
"8913" "wick" "flame" 1.58333333333333 "Americans"
"8914" "flame" "fire" 1.58333333333333 "Americans"
"8915" "fire" "burn" 1.58333333333333 "Americans"
"8916" "burn" "dirt" 1.58333333333333 "Americans"
"8917" "dirt" "water" 1.58333333333333 "Americans"
"8918" "water" "shower" 1.58333333333333 "Americans"
"8919" "shower" "cold" 1.58333333333333 "Americans"
"8920" "cold" "hot" 1.58333333333333 "Americans"
"8921" "hot" "warm" 1.58333333333333 "Americans"
"8922" "warm" "wet" 1.58333333333333 "Americans"
"8923" "wet" "cane" 1.58333333333333 "Americans"
"8924" "cane" "sugar" 1.58333333333333 "Americans"
"8925" "sugar" "fire" 1.58333333333333 "Americans"
"8926" "fire" "water" 1.58333333333333 "Americans"
"8927" "water" "waste" 1.58333333333333 "Americans"
"8928" "waste" "time" 1.58333333333333 "Americans"
"8929" "time" "suck" 1.58333333333333 "Americans"
"8930" "suck" "teeth" 1.58333333333333 "Americans"
"8931" "table" "chair" 1.58333333333333 "Americans"
"8932" "chair" "sit" 1.58333333333333 "Americans"
"8933" "sit" "stand" 1.58333333333333 "Americans"
"8934" "stand" "tall" 1.58333333333333 "Americans"
"8935" "tall" "small" 1.58333333333333 "Americans"
"8936" "small" "baby" 1.58333333333333 "Americans"
"8937" "baby" "mom" 1.58333333333333 "Americans"
"8938" "mom" "dad" 1.58333333333333 "Americans"
"8939" "dad" "family" 1.58333333333333 "Americans"
"8940" "family" "traditions" 1.58333333333333 "Americans"
"8943" "christmas" "tree" 1.58333333333333 "Americans"
"8944" "tree" "branch" 1.58333333333333 "Americans"
"8945" "branch" "library" 1.58333333333333 "Americans"
"8948" "books" "read" 1.58333333333333 "Americans"
"8949" "read" "write" 1.58333333333333 "Americans"
"8950" "write" "spell" 1.58333333333333 "Americans"
"8951" "spell" "words" 1.58333333333333 "Americans"
"8952" "toaster" "bread" 1.33333333333333 "Americans"
"8953" "bread" "chicken" 1.33333333333333 "Americans"
"8954" "chicken" "sandwich" 1.33333333333333 "Americans"
"8957" "cheese" "taco" 1.33333333333333 "Americans"
"8958" "taco" "chili" 1.33333333333333 "Americans"
"8959" "chili" "ground" 1.33333333333333 "Americans"
"8960" "ground" "beef" 1.33333333333333 "Americans"
"8961" "beef" "stove" 1.33333333333333 "Americans"
"8962" "stove" "oven" 1.33333333333333 "Americans"
"8963" "oven" "cooking" 1.33333333333333 "Americans"
"8964" "cooking" "baking" 1.33333333333333 "Americans"
"8967" "cookies" "chocolate" 1.33333333333333 "Americans"
"8970" "peanut" "butter" 1.33333333333333 "Americans"
"8971" "butter" "jelly" 1.33333333333333 "Americans"
"8972" "jelly" "jam" 1.33333333333333 "Americans"
"8973" "jam" "strawberries" 1.33333333333333 "Americans"
"8976" "pears" "potato" 1.33333333333333 "Americans"
"8977" "candle" "light" 1.5 "Americans"
"8978" "light" "sun" 1.5 "Americans"
"8979" "sun" "moon" 1.5 "Americans"
"8980" "moon" "stars" 1.5 "Americans"
"8981" "stars" "sky" 1.5 "Americans"
"8982" "sky" "clouds" 1.5 "Americans"
"8983" "clouds" "fluffy" 1.5 "Americans"
"8984" "fluffy" "white" 1.5 "Americans"
"8985" "white" "cotton" 1.5 "Americans"
"8986" "cotton" "clothing" 1.5 "Americans"
"8987" "clothing" "pants" 1.5 "Americans"
"8988" "pants" "shirts" 1.5 "Americans"
"8989" "shirts" "shoes" 1.5 "Americans"
"8990" "shoes" "socks" 1.5 "Americans"
"8991" "socks" "feet" 1.5 "Americans"
"8992" "feet" "toes" 1.5 "Americans"
"8993" "toes" "fingers" 1.5 "Americans"
"8994" "fingers" "hands" 1.5 "Americans"
"8995" "hands" "arms" 1.5 "Americans"
"8996" "table" "chair" 1.75 "Americans"
"8997" "chair" "placemat" 1.75 "Americans"
"8998" "placemat" "cup" 1.75 "Americans"
"8999" "cup" "plate" 1.75 "Americans"
"9000" "plate" "fork" 1.75 "Americans"
"9003" "knife" "spoon" 1.75 "Americans"
"9004" "spoon" "bowl" 1.75 "Americans"
"9005" "bowl" "dinner" 1.75 "Americans"
"9006" "dinner" "family" 1.75 "Americans"
"9007" "family" "food" 1.75 "Americans"
"9008" "food" "drink" 1.75 "Americans"
"9009" "drink" "games" 1.75 "Americans"
"9010" "games" "floor" 1.75 "Americans"
"9011" "floor" "pets" 1.75 "Americans"
"9012" "pets" "people" 1.75 "Americans"
"9013" "people" "cake" 1.75 "Americans"
"9014" "cake" "fruit" 1.75 "Americans"
"9015" "fruit" "pans" 1.75 "Americans"
"9016" "toaster" "bread" 2.33333333333333 "Americans"
"9017" "bread" "jelly" 2.33333333333333 "Americans"
"9018" "jelly" "jam" 2.33333333333333 "Americans"
"9019" "jam" "butter" 2.33333333333333 "Americans"
"9020" "butter" "nutella" 2.33333333333333 "Americans"
"9021" "nutella" "breakfast" 2.33333333333333 "Americans"
"9022" "breakfast" "eggs" 2.33333333333333 "Americans"
"9023" "eggs" "milk" 2.33333333333333 "Americans"
"9024" "milk" "bacon" 2.33333333333333 "Americans"
"9025" "bacon" "toast" 2.33333333333333 "Americans"
"9026" "toast" "tea" 2.33333333333333 "Americans"
"9027" "tea" "sugar" 2.33333333333333 "Americans"
"9028" "sugar" "cinnamin" 2.33333333333333 "Americans"
"9029" "cinnamin" "bitter" 2.33333333333333 "Americans"
"9030" "bitter" "sweet" 2.33333333333333 "Americans"
"9031" "sweet" "delicious" 2.33333333333333 "Americans"
"9032" "delicious" "healthy" 2.33333333333333 "Americans"
"9033" "healthy" "harty" 2.33333333333333 "Americans"
"9034" "harty" "good" 2.33333333333333 "Americans"
"9035" "table" "chairs" 2.30555555555556 "Americans"
"9036" "chairs" "napkin" 2.30555555555556 "Americans"
"9037" "napkin" "cup" 2.30555555555556 "Americans"
"9038" "cup" "plate" 2.30555555555556 "Americans"
"9041" "spoon" "fork" 2.30555555555556 "Americans"
"9042" "fork" "knife" 2.30555555555556 "Americans"
"9043" "knife" "vase" 2.30555555555556 "Americans"
"9044" "vase" "candle" 2.30555555555556 "Americans"
"9045" "candle" "dinner" 2.30555555555556 "Americans"
"9046" "dinner" "family" 2.30555555555556 "Americans"
"9047" "family" "conversation" 2.30555555555556 "Americans"
"9050" "love" "hope" 2.30555555555556 "Americans"
"9051" "hope" "strength" 2.30555555555556 "Americans"
"9052" "strength" "faith" 2.30555555555556 "Americans"
"9053" "faith" "happy" 2.30555555555556 "Americans"
"9054" "happy" "kids" 2.30555555555556 "Americans"
"9055" "kids" "adults" 2.30555555555556 "Americans"
"9056" "table" "chair" 1.61111111111111 "Americans"
"9057" "chair" "food" 1.61111111111111 "Americans"
"9058" "food" "wine" 1.61111111111111 "Americans"
"9059" "wine" "eating" 1.61111111111111 "Americans"
"9060" "eating" "family" 1.61111111111111 "Americans"
"9061" "family" "clean" 1.61111111111111 "Americans"
"9064" "dishes" "shopping" 1.61111111111111 "Americans"
"9065" "shopping" "silverware" 1.61111111111111 "Americans"
"9066" "silverware" "water" 1.61111111111111 "Americans"
"9067" "water" "drink" 1.61111111111111 "Americans"
"9068" "drink" "soda" 1.61111111111111 "Americans"
"9069" "soda" "bottle" 1.61111111111111 "Americans"
"9070" "bottle" "recycle" 1.61111111111111 "Americans"
